Количество уникальных ОКПД2 кодов: 3630
Топ 10 самых часто встречающихся ОКПД2 кодов:
ОКПД2 код: 14.12.30.132, Количество строк: 62481
ОКПД2 код: 20.14.12.156, Количество строк: 1
ОКПД2 код: 10.72.11.150, Количество строк: 1
ОКПД2 код: 26.11.22.214, Количество строк: 1
ОКПД2 код: 10.89.15.131, Количество строк: 1
ОКПД2 код: 11.01.10.172, Количество строк: 1
ОКПД2 код: 10.52.10.120, Количество строк: 1
ОКПД2 код: 10.52.10.150, Количество строк: 1
ОКПД2 код: 30.20.33.111, Количество строк: 1
ОКПД2 код: 10.52.10.140, Количество строк: 1
ОКПД2 код: 29.32.30.263, Количество строк: 1
ОКПД2 код: 28.14.20.120, Количество строк: 1
ОКПД2 код: 30.20.33.117, Количество строк: 1
ОКПД2 код: 29.10.41.113, Количество строк: 1
ОКПД2 код: 08.99.29.150, Количество строк: 1
ОКПД2 код: 24.20.12.130, Количество строк: 1
ОКПД2 код: 22.11.14.191, Количество строк: 1
ОКПД2 код: 23.44.12.110, Количество строк: 1
ОКПД2 код: 25.11.23.110, Количество строк: 1
ОКПД2 код: 28.93.17.290, Количество строк: 1
ОКПД2 код: 11.02.12.119, Количество строк: 1
ОКПД2 код: 15.20.29.130, Количество строк: 1
ОКПД2 код: 28.30.33.119, Количество строк: 1
ОКПД2 код: 25.72.12.139, Количество строк: 1
ОКПД2 код: 26.51.20.121, Количество строк: 1
ОКПД2 код: 14.20.10.647, Количество строк: 1
ОКПД2 код: 32.40.11.110, Количество строк: 1
ОКПД2 код: 25.99.22, Количество строк: 1
ОКПД2 код: 17.11.14.190, Количество строк: 1
ОКПД2 код: 32.40.39.240, Количество строк: 1
ОКПД2 код: 11.03.10.121, Количество строк: 1
ОКПД2 код: 10.51.11.110, Количество строк: 1
ОКПД2 код: 13.94.11.140, Количество строк: 1
ОКПД2 код: 13.92.12.192, Количество строк: 1
ОКПД2 код: 11.01.10.240, Количество строк: 1
ОКПД2 код: 28.12.11.114, Количество строк: 1
ОКПД2 код: 14.19.43.110, Количество строк: 1
ОКПД2 код: 11.02.12.122, Количество строк: 1
ОКПД2 код: 25.99.29, Количество строк: 1
ОКПД2 код: 26.40.32.120, Количество строк: 1
ОКПД2 код: 10.20.34.125, Количество строк: 1
ОКПД2 код: 24.10.54, Количество строк: 1
ОКПД2 код: 23.11.12.900, Количество строк: 1
ОКПД2 код: 26.20.16.170, Количество строк: 1
ОКПД2 код: 22.19.20.110, Количество строк: 1
ОКПД2 код: 11.01.10.270, Количество строк: 1
ОКПД2 код: 11.02.12.131, Количество строк: 1
ОКПД2 код: 30.30.11.000, Количество строк: 1
ОКПД2 код: 26.20.4, Количество строк: 1
ОКПД2 код: 13.92.22.159, Количество строк: 1
ОКПД2 код: 27.40.22, Количество строк: 1
ОКПД2 код: 28.99.32.120, Количество строк: 1
ОКПД2 код: 06.20.10.131, Количество строк: 1
ОКПД2 код: 27.11.10.110, Количество строк: 1
ОКПД2 код: 20.59.57.000, Количество строк: 1
ОКПД2 код: 25.73.30.160, Количество строк: 1
ОКПД2 код: 10.85, Количество строк: 1
ОКПД2 код: 32.40.39.120, Количество строк: 1
ОКПД2 код: 28.15.25.130, Количество строк: 1
ОКПД2 код: 25.72.12.130, Количество строк: 1
ОКПД2 код: 10.82.23.130, Количество строк: 1
ОКПД2 код: 10.39.21.130, Количество строк: 1
ОКПД2 код: 29.10.21.000, Количество строк: 1
ОКПД2 код: 32.30.11.113, Количество строк: 1
ОКПД2 код: 14.19.23.110, Количество строк: 1
ОКПД2 код: 24.10.34.000, Количество строк: 1
ОКПД2 код: 10.86.10.232, Количество строк: 1
ОКПД2 код: 26.20.40.145, Количество строк: 1
ОКПД2 код: 23.61.12.122, Количество строк: 1
ОКПД2 код: 20.60.11.000, Количество строк: 1
ОКПД2 код: 20.11.11.122, Количество строк: 1
ОКПД2 код: 01.25.39.000, Количество строк: 1
ОКПД2 код: 21.20.10.253, Количество строк: 1
ОКПД2 код: 28.29.12.132, Количество строк: 1
ОКПД2 код: 02.20.11.110, Количество строк: 1
ОКПД2 код: 03.11.42.110, Количество строк: 1
ОКПД2 код: 10.86.10.139, Количество строк: 1
ОКПД2 код: 10.51.40.199, Количество строк: 1
ОКПД2 код: 10.71.11.129, Количество строк: 1
ОКПД2 код: 23.51.12.113, Количество строк: 1
ОКПД2 код: 23.51.12.114, Количество строк: 1
ОКПД2 код: 26.40.20.110, Количество строк: 1
ОКПД2 код: 28.22.19.160, Количество строк: 1
ОКПД2 код: 25.99.11.114, Количество строк: 1
ОКПД2 код: 25.21.11.140, Количество строк: 1
ОКПД2 код: 28.25.14.122, Количество строк: 1
ОКПД2 код: 20.42.14.140, Количество строк: 1
ОКПД2 код: 30.99.1, Количество строк: 1
ОКПД2 код: 38.32.35, Количество строк: 1
ОКПД2 код: 32.40.39.136, Количество строк: 1
ОКПД2 код: 25.72.12.110, Количество строк: 1
ОКПД2 код: 13.92.22.140, Количество строк: 1
ОКПД2 код: 10.13.15.119, Количество строк: 1
ОКПД2 код: 27.51.22.130, Количество строк: 1
ОКПД2 код: 16.24.1, Количество строк: 1
ОКПД2 код: 29.10.52.110, Количество строк: 1
ОКПД2 код: 27.40.33.213, Количество строк: 1
ОКПД2 код: 10.83.11.110, Количество строк: 1
ОКПД2 код: 29.10.59.310, Количество строк: 1
ОКПД2 код: 27.40.24.123, Количество строк: 1
ОКПД2 код: 15.20.32.123, Количество строк: 1
ОКПД2 код: 20.30.21.140, Количество строк: 1
ОКПД2 код: 25.71.14.140, Количество строк: 1
ОКПД2 код: 26.11.22.213, Количество строк: 1
ОКПД2 код: 29.10.43.000, Количество строк: 1
ОКПД2 код: 26.20.16.129, Количество строк: 1
ОКПД2 код: 26.51.43.179, Количество строк: 1
ОКПД2 код: 27.40.42.119, Количество строк: 1
ОКПД2 код: 25.30.22.138, Количество строк: 1
ОКПД2 код: 24.42.26.112, Количество строк: 1
ОКПД2 код: 28.41.22.140, Количество строк: 1
ОКПД2 код: 14.13.14.130, Количество строк: 1
ОКПД2 код: 28.21.13.120, Количество строк: 1
ОКПД2 код: 08.11.20.150, Количество строк: 1
ОКПД2 код: 31.02.10.190, Количество строк: 1
ОКПД2 код: 24.42.25.120, Количество строк: 1
ОКПД2 код: 42.11.10.130, Количество строк: 1
ОКПД2 код: 28.23.12.110, Количество строк: 1
ОКПД2 код: 32.99.56.130, Количество строк: 1
ОКПД2 код: 26.20.22.190, Количество строк: 1
ОКПД2 код: 16.10.10.128, Количество строк: 1
ОКПД2 код: 24.43.24.110, Количество строк: 1
ОКПД2 код: 10.52.10.173, Количество строк: 1
ОКПД2 код: 28.25.11.110, Количество строк: 1
ОКПД2 код: 28.92.22.110, Количество строк: 1
ОКПД2 код: 10.51.40.313, Количество строк: 1
ОКПД2 код: 21.20.10.121, Количество строк: 1
ОКПД2 код: 32.50.23.190, Количество строк: 1
ОКПД2 код: 24.42.25.130, Количество строк: 1
ОКПД2 код: 24.41.10.120, Количество строк: 1
ОКПД2 код: 26.51.82.130, Количество строк: 1
ОКПД2 код: 11.01.10.160, Количество строк: 1
ОКПД2 код: 10.51.11.190, Количество строк: 1
ОКПД2 код: 01.25.34.000, Количество строк: 1
ОКПД2 код: 10.39.15.000, Количество строк: 1
ОКПД2 код: 24.45.30.410, Количество строк: 1
ОКПД2 код: 91.02.20.000, Количество строк: 1
ОКПД2 код: 22.23.13.190, Количество строк: 1
ОКПД2 код: 11.04.10.120, Количество строк: 1
ОКПД2 код: 22.29.29.120, Количество строк: 1
ОКПД2 код: 26.30.23.120, Количество строк: 1
ОКПД2 код: 11.02.12.211, Количество строк: 1
ОКПД2 код: 31.01.11.120, Количество строк: 1
ОКПД2 код: 32.13.10.110, Количество строк: 1
ОКПД2 код: 28.99.12.128, Количество строк: 1
ОКПД2 код: 26.20.15.150, Количество строк: 1
ОКПД2 код: 02.10.11.210, Количество строк: 1
ОКПД2 код: 26.52.11.130, Количество строк: 1
ОКПД2 код: 26.60.13.140, Количество строк: 1
ОКПД2 код: 26.30.11.192, Количество строк: 1
ОКПД2 код: 28.11.13.130, Количество строк: 1
ОКПД2 код: 24.43.23.130, Количество строк: 1
ОКПД2 код: 26.40.33.112, Количество строк: 1
ОКПД2 код: 22.19.20, Количество строк: 1
ОКПД2 код: 26.51.41.150, Количество строк: 1
ОКПД2 код: 17.22.13.191, Количество строк: 1
ОКПД2 код: 32.99.51.119, Количество строк: 1
ОКПД2 код: 28.92.21.110, Количество строк: 1
ОКПД2 код: 20.30.11.130, Количество строк: 1
